doc_content,doc_section,content_root1,content_root2,content_root3,content_root4,content_chapter,doc_title,doc_index,doc_order
 Prestressing system materials shall be stored in such a manner as to ensure traceability to the Certified Material Test Report during production and while in transit and storage.  ,3.7.4,3.7 -Storage and identification of materials,3.7.4,,,CHAPTER 3 -MATERIALS,,,124
,3.8  Standards cited in this Code,3.8  Standards cited in this Code,,,,CHAPTER 3 -MATERIALS,,,125
"Standards of the American Society for Testing and Materials referred to in this Code are listed below with their serial designations, including year of adoption or revision, and are declared to be part of this Code as if fully set forth herein.",3.8.1  ,3.8  Standards cited in this Code,3.8.1  ,,,CHAPTER 3 -MATERIALS,,,126
Standard Specification forStructural Steel,A36-94,3.8  Standards cited in this Code,3.8.1 ,,,CHAPTER 3 -MATERIALS,,,127
"Standard Specification for Pipe, Steel, Black and Hot-Dipped, Zinc-Coated Weldedand Seamless",A53-93a,3.8  Standards cited in this Code,3.8.1 ,,,CHAPTER 3 -MATERIALS,,,128
Standard Specification for Cold-Drawn Steel Wire for Concrete Reinforcement,A82-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,129
"Standard Specification for Steel Bars, Carbon, Cold-Finished, Standard Quality",A108-99,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,130
Standard Specification for Fabricated Deformed Steel Bar Mats for Concrete Reinforcement,A184-90,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,131
Standard Specification for Welded Steel Wire Fabric forConcrete Reinforcement,A185-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,132
Standard Specification for High-StrengthLowAlloy Structural Steel,A242-93a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,133
Standard Specification for Uncoated Seven-Wire Stress-Relieved Steel Strand for Prestressed Concrete,A416-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,134
Standard Specification for Uncoated StressRelieved Steel Wire for Prestressed Concrete,A421-91,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,135
Standard Specification for Deformed Steel Wire for Concrete Reinforcement,A496-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,136
"Standard Specification for Steel Welded WireFabric, Deformed, for Concrete Reinforcement",A497-94a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,137
Standard Specification for Cold-Formed Welded and Seamless Carbon Steel Structural Tubing in Rounds and Shapes,A500-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,138
Standard Specification for Hot-Formed Welded and SeamlessCarbon Steel Structural Tubing,A501-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,139
Standard Specification for High-Strength LowAlloy Columbium-Vanadium Steels of Structural Quality,A572-94b,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,140
Standard Specification for High-Strength LowAlloy Structural Steel with 50 ksi(345 MPa)Minimum Yield Point to4 11. (100 mm) Thick,A588-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,141
Standard Specification for Deformed and Plain Billet-Steel Bars for Concrete Reinforcement,A615-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,142
Standard Specification for Low-Alloy Steel Deformed Bars for Concrete Reinforcement,A706-92b,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,143
Standard Specification for Uncoated High-Strength Steel Bar for Prestressing Concrete,A722-90,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,144
Standard Specification for Epoxy-Coated Reinforcmn Steel Bars,A775-94d,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,145
Standard Specification Epoxy-Coated Steel Wire and Welded Wire Fabric for Reinforcement,A884-94a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,146
"Standard Specification for Epoxy-Coated Prefabri
cated Steel Reinforcing Bars",A934-95,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,147
Standard Method of Making and CuringConcrete Test Specimens in theField,C31-91,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,148
Standard Specification for Concrete Aggregates,C33-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,149
Standard Method of Test for Compressive Strength ofCylindrical Concrete Specimens,C39-93a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,150
Standard Method of Obtaining and Testing Drilled Cores and Sawed BeamsofConcrete,C42-90,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,151
Standard Method of Test for Soundnessof Aggregates by Useof Sodium Sulfate or Magnesium Sulfate,C88-76,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,152
Standard Specification for Ready-Mixed Concrete,C94-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,153
Standard Method of Test for Compressive Strength ofHydraulic Cement Mortars (Using 2inchor 50-mm Cube Specimens),C109-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,154
Standard Test Method for Resistance to Degradation ofSmall-Size Coarse Aggregate by Abrasion and Impactin the Los Angeles Machine,C131-81,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,155
Standard Specification for Aggregate for Masonry Mortar,C144-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,156
Standard Specification for Portland Cement,C150-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,157
Standard Method of Sampling Fresh Concrete,C172-90,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,158
Standard Method ofMakingandCuring Concrete Test Specimens in the Laboratory,C192-90a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,159
Standard Specification for Air-Entraining Admixtures for Concrete,C260-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,160
Standard Method of Test for Potential Reactivity ofAggregates (Chemical Method),C289-81,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,161
Standard Specification for Chemical Admixtures for Concrete,C494-92,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,162
Standard Specification for Blended Hydraulic Cements,C595-94a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,163
Standard Test Method for Pulse Velocity through (1991) Concrete,C597-83,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,164
Standard Specification for Fly Ash and Raw or Calcined Natural Pozzolan for Use as a Mineral Admixture in Portland Cement Concrete,C618-94a,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,165
Standard Specification for Aggregates for Radiation-Shielding Concrete,C637-73,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,166
Standard Specification for Concrete Made by Volumetric Batching and Continuous Mixing,C685-94,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,167
Standard Specification for Expansive Hydraulic Cement,C845-90,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,168
Standard Specification for Ground Granulated Blast-Furnace Slag for Use in Concrete and Mortars C 1017-92 Standard Specification for Chemical Admixtures for Use in Producing Flowing Concrete C 1218-92 Standard Test Method for Water Soluble Chloride E1 in Mortar and Concrete C 1240-93 Standard Specification for Silica Fume for Use in Hydraulic-Cement Concreteand Mortar,C989-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,169
Standard Specification for Chemical Admixtures for Use in Producing Flowing Concrete,C1017-92,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,170
Standard Test Method for Water Soluble Chloride E1 in Mortar and Concrete,C1218-92 ,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,171
Standard Specification for Silica Fume for Use in Hydraulic-Cement Concreteand Mortar ,C1240-93,3.8  Standards cited in this Code,3.8.1,,,CHAPTER 3 -MATERIALS,,,172
" Requirements of the American Welding Society referred to in this Code are listed below. Where applicable, theyshallbe considered apartofthis Code the same as if fully set forth elsewhere herein. Structural Welding Code- Steel""(AWS D1 1:2000)ofthe American WeldingSociety. ""*Structural Welding Code Reinforcing Steel""(ANSIAWS D1.4-98)of the American Welding Society. ",3.8.2,3.8  Standards cited in this Code,3.8.2,,,CHAPTER 3 -MATERIALS,,,173
" Requirements of the United States Nuclear Regulatory Commission referredtoin this Code are listedbelow. Where applicable, they shall be considered a part of this Code thesame as if fully set forth elsewhere herein. Code of Federal Regulations(Published by Officeofthe Federal Register) .10 CFR50 Domestic Licensing ofProduction and Utilization Facilities, Appendix B Quality Assurance Requirements for Nuclear Power Plants and Fuel Reprocessing Plants . 10 CFR100 Reactor Site Criteria, Appendix A Seismic and Geologic Siting Criteria .
",3.8.3,3.8  Standards cited in this Code,3.8.3,,,CHAPTER 3 -MATERIALS,,,174
"""Specification for Unbonded Single Strand Tendons, .37 July 1993, ofthe Post-Tensioning Institute 1Sdeclared tobe part ofthis Codeas iffully setforth herein.",3.8.4,3.8  Standards cited in this Code,3.8.4,,,CHAPTER 3 -MATERIALS,,,175
"ASCE 7-95, ""'Minimum DesignLoads for Buildings and Other Structures1 iSdeclared to be partofthis Codeasiffully set forth herein. ",3.8.5,3.8  Standards cited in this Code,3.8.5,,,CHAPTER 3 -MATERIALS,,,176
,PART 3 -CONSTRUCTION REQUIREMENTS,,,,,,,,177
,CHAPTER 4 -DURABILITY REQUIREMENTS,,,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,178
,4.1 -Water-cementitious materials ratio,4.1 -Water-cementitious materials ratio,,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,179
" The water-cennentitious materials ratiosspecified in Tables 4.2.2 and 4.3.1 shall be calculated using the weight of cement meeting ASTMC 150, C595, orC845 plus theveight of fly ash and other pozzolans meetingASTMC 618, exceptas noted in5.4.2 and silica fumemeeting ASTM C 1240, except as limited by 4.2.3 ",4.1.1,4.1 -Water-cementitious materials ratio,4.1.1,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,180
,4.2 -Freezingandthawing exposures,4.2 -Freezingandthawing exposures,,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,181
" Normal weight concrete exposed to freezingand thawing ordeicing chemicals shall be air-entrained with air content indicated in Table4.2.1 Tolerance onair content as delivered shall be ± 5%. For specified compres sive strengthfr greater than 5000 psi, air content indicated in Table4.2. ] may bereduced 1%. 
",4.2.1,4.2 -Freezingandthawing exposures,4.2.1,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,182
" Concrete that will be subject to the exposures given in Table 4.2.2 shall conform to the corresponding maximum water-cementitious materials ratios and minmmum specified concrete compressive strength requirements of that table. Inaddition, concrete that will be exposed to deicing chemicals shall conform to the limitations of 4.2.3. ",4.2.2,4.2 -Freezingandthawing exposures,4.2.2,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,183
" For concrete exposed to deicing chemicals, the maximum weightoffly ash, other pozzolans, silica fume, or slag that is included in the concrete shall not exceed the ",4.2.3,4.2 -Freezingandthawing exposures,4.2.3,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,184
,4.3 -Sulfate exposures,4.3 -Sulfate exposures,,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,185
 Concrete to be exposed to sulfate-containing solutions or soils shall conform to requirements of Table 4.3.1 orshall be concrete made with a cement that provides sulfate resistance and that has a maximum water-cennentitious materials ratio and minimum compressive strength from Table4.3.1. ,4.3.1,4.3 -Sulfate exposures,4.3.1,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,186
" Calcium chloride asan admixture shall not be used in concrete to be exposed to severe or very severe sulfate containing solutions, as defined in Table 4.3.1. ",4.3.2,4.3 -Sulfate exposures,4.3.2,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,187
,4.4  Corrosion protection of reinforcement,4.4  Corrosion protection of reinforcement,,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,188
" For corrosion protection of reinforcement in concrete, maximum water soluble chloride ion concentrations in hardened concrete at ages from 28 to 42 days contributed from the ingredients including water, aggregates, cementi- tious materials, and admixtures shall not exceed the limits of Table 4.4.1. When testing 1S performed to determine water soluble chloride ion content, test procedures shall conform to ASTM C1218. ",4.4.1,4.4  Corrosion protection of reinforcement,4.4.1,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,189
" When reinforced concrete will be exposed to deicing
 chemicals, salts, brackish water, seawater, or spray from
 these sources, requirements of Table 4.2.2 for water
cementitious materials ratio and concrete strength, and the
 minimum concrete cover requirements of 7.7 shall be
 satisfied. See 18.14 for unbonded prestressing tendons.",4.4.2,4.4  Corrosion protection of reinforcement,4.4.2,,,CHAPTER 4 -DURABILITY REQUIREMENTS,,,190
,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,191
,5.1 -General,5.1 -General,,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,192
 Concrete shall be proportioned to provide compressive strength as prescribed in 5.3.2 as well as satisfy the durability criteria of Chapter 4. Concrete shall be produced to minimize frequency ofstrengths below f'c as prescribed in 5.6.2.3. ,5.1.1,5.1 -General,5.1.1,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,193
" Requirements for f'c shall be based on tests of cylinders made and tested as prescribed in 5.6.2. 
",5.1.2,5.1 -General,5.1.2,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,194
" Unless otherwise specified, ft shall be based on 28-day tests. If other than28 days, test age for f'c shall be as indicated in design drawings or specifications. ",5.1.3,5.1 -General,5.1.3,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,195
 Splitting tensile strength tests shall not be used asa basis for field acceptance of concrete. ,5.1.4,5.1 -General,5.1.4,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,196
 Design drawings shall show specified compressive strength of concrete f'c for which each part ofthe structure is designed ,5.1.5,5.1 -General,5.1.5,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,197
,5.2 -Selection of concrete proportions,5.2 -Selection of concrete proportions,,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,198
Proportions ofmaterials for concrete shall be established to provide:,5.2.1,5.2 -Selection of concrete proportions,5.2.1,,,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,199
" Workability and consistency to permit concrete to be worked readily into forms and around reinforcement under conditions of placement to be employed, without segregation or excessive bleeding, ",(a),5.2 -Selection of concrete proportions,5.2.1,(a),,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,200
 Resistance to special exposures as required by Chapter4; and ,(b),5.2 -Selection of concrete proportions,5.2.1,(b),,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,201
 Conformance with strength test requirements of 5.6 ,(c),5.2 -Selection of concrete proportions,5.2.1,(c),,"CHAPTER 5 -CONCRETE QUALITY, MIXING, AND PLACING",,,202
